Coords	Name	MIRNA	white_1_trimmed	white_2_trimmed	red_1_trimmed	red_2_trimmed	SRR1586419_trimmed	SRR1586420_trimmed	SRR1586421_trimmed	SRR1586422_trimmed	SRR1586423_trimmed	SRR1586424_trimmed	SRR1586425_trimmed	SRR1586426_trimmed
Fvb4:23112115-23112813	User_locus_5040	N	57	47	15	23	15	94	9	126	70	173	109	19
Fvb4:23162656-23163069	User_locus_5041	N	32	10	0	3	0	54	19	59	10	32	19	11
Fvb4:23168035-23168399	User_locus_5042	N	7	0	0	3	0	0	0	8	3	6	3	4
Fvb4:23168482-23168852	User_locus_5043	N	1	0	4	1	0	0	0	11	0	4	16	10
Fvb4:23168648-23169109	User_locus_5044	N	4	0	1	1	0	1	2	0	2	10	1	0
Fvb4:23169317-23169752	User_locus_5045	N	37	1	2	5	24	3	15	22	69	128	65	23
Fvb4:23242733-23243266	User_locus_5046	N	3	4	2	1	5	5	0	13	8	15	7	4
Fvb4:23249453-23249685	User_locus_5047	N	0	0	0	0	0	0	0	4	0	2	2	0
Fvb4:23251515-23252205	User_locus_5048	N	8	5	8	5	0	3	3	23	8	42	9	9
Fvb4:23253487-23253933	User_locus_5049	N	0	1	6	0	4	0	0	42	0	6	42	32
Fvb4:23253947-23254397	User_locus_5050	N	31	17	21	19	4	7	0	15	15	102	44	21
Fvb4:23254420-23254708	User_locus_5051	N	18	16	6	12	3	2	17	47	80	60	19	28
Fvb4:23261633-23262047	User_locus_5052	N	38	53	24	12	5	65	3	91	37	94	110	22
Fvb4:23269718-23270161	User_locus_5053	N	0	5	0	3	4	0	6	9	10	9	6	3
Fvb4:23354962-23355660	User_locus_5054	N	1	12	18	5	6	28	4	48	29	40	52	11
Fvb4:23376243-23376570	User_locus_5055	N	64	50	77	68	19	59	50	116	107	260	107	111
Fvb4:23376639-23377026	User_locus_5056	N	70	101	57	41	24	79	8	62	34	73	35	25
Fvb4:23377069-23377500	User_locus_5057	N	26	22	31	18	0	23	19	108	52	63	31	27
Fvb4:23377568-23378265	User_locus_5058	N	2	1	0	3	1	0	1	1	2	9	0	0
Fvb4:23378341-23378766	User_locus_5059	N	24	50	0	1	0	8	4	29	0	187	33	8
Fvb4:23383870-23384315	User_locus_5060	N	24	22	8	5	0	5	0	20	9	85	56	18
Fvb4:23453237-23453727	User_locus_5061	N	64	52	35	25	12	73	1	43	23	55	34	14
Fvb4:23453729-23454430	User_locus_5062	N	34	47	18	20	0	35	19	44	41	106	61	32
Fvb4:23463679-23464162	User_locus_5063	N	35	37	24	29	44	64	57	147	172	309	212	101
Fvb4:23468751-23469038	User_locus_5064	N	76	61	24	28	0	98	81	308	116	141	17	6
Fvb4:23479595-23479942	User_locus_5065	N	4	1	2	1	3	3	0	13	3	10	7	5
Fvb4:23539248-23539656	User_locus_5066	N	0	0	6	0	3	0	2	3	12	5	2	12
Fvb4:23546335-23546741	User_locus_5067	N	16	1	19	26	0	2	2	14	35	10	21	1
Fvb4:23548254-23548648	User_locus_5068	N	13	12	13	3	13	2	1	50	19	116	42	32
Fvb4:23578572-23578907	User_locus_5069	N	1	1	33	15	2	45	1	50	19	133	32	1
Fvb4:23586831-23587362	User_locus_5070	N	1	0	0	0	1	0	0	0	0	8	5	0
Fvb4:23587363-23587777	User_locus_5071	N	3	1	0	0	0	88	2	5	0	0	4	0
Fvb4:23587778-23588198	User_locus_5072	N	5	1	0	0	10	0	20	60	14	13	0	12
Fvb4:23588210-23588566	User_locus_5073	N	20	2	6	6	2	5	20	71	26	32	1	1
Fvb4:23588911-23589333	User_locus_5074	N	39	32	46	31	7	39	57	108	129	146	41	17
Fvb4:23606116-23606541	User_locus_5075	N	34	14	12	18	6	34	1	22	12	98	65	13
Fvb4:23606548-23606940	User_locus_5076	N	1	0	1	0	1	0	0	9	0	5	4	6
Fvb4:23626594-23626993	User_locus_5077	N	91	46	79	44	41	167	201	730	365	318	146	70
Fvb4:23627071-23627469	User_locus_5078	N	87	78	118	31	29	164	188	471	238	215	39	14
Fvb4:23627481-23628182	User_locus_5079	N	7	5	1	1	0	11	19	47	11	25	6	6
Fvb4:23703987-23704329	User_locus_5080	N	19	8	10	20	21	61	21	48	136	98	54	25
Fvb4:23704463-23704637	User_locus_5081	N	7	13	0	0	0	0	0	0	0	0	14	2
Fvb4:23706842-23707136	User_locus_5082	N	2	0	1	2	0	0	0	9	1	2	2	1
Fvb4:23709364-23709667	User_locus_5083	N	25	14	38	25	19	91	9	34	43	211	58	13
Fvb4:23713196-23713654	User_locus_5084	N	144	101	48	72	0	74	0	0	25	93	40	0
Fvb4:23713656-23714057	User_locus_5085	N	19	15	9	22	2	0	1	18	11	43	25	13
Fvb4:23783829-23784461	User_locus_5086	N	2	12	1	1	1	1	1	19	1	16	15	2
Fvb4:23842752-23843159	User_locus_5087	N	53	25	82	32	9	27	14	64	43	93	42	19
Fvb4:23843160-23843591	User_locus_5088	N	50	23	24	11	0	24	3	46	35	92	85	13
Fvb4:23843321-23843859	User_locus_5089	N	27	21	13	9	0	12	0	26	5	54	60	15
Fvb4:23843891-23844503	User_locus_5090	N	20	43	10	19	0	33	0	7	22	67	29	4
Fvb4:23846950-23847647	User_locus_5091	N	33	24	33	10	0	20	23	18	61	72	30	11
Fvb4:23849189-23849551	User_locus_5092	N	4	3	0	1	0	0	0	5	7	30	5	1
Fvb4:23849578-23849960	User_locus_5093	N	19	6	2	16	0	14	10	21	38	45	6	2
Fvb4:23849975-23850349	User_locus_5094	N	3	0	2	4	0	0	1	2	11	11	10	5
Fvb4:23852557-23852887	User_locus_5095	N	7	13	7	12	0	25	17	18	26	41	8	5
Fvb4:23852901-23853323	User_locus_5096	N	9	9	9	3	0	1	1	3	2	19	8	2
Fvb4:23917246-23917718	User_locus_5097	N	62	49	69	35	40	185	44	238	362	490	246	114
Fvb4:23954652-23955350	User_locus_5098	N	110	48	119	24	5	1	7	92	63	145	94	43
Fvb4:24013396-24014002	User_locus_5099	N	59	30	27	11	34	172	28	126	133	202	190	43
Fvb4:24136471-24136789	User_locus_5100	N	21	4	12	1	6	12	1	29	5	62	17	7
Fvb4:24142172-24142636	User_locus_5101	N	39	14	4	0	10	6	16	52	76	89	46	18
Fvb4:24156766-24157178	User_locus_5102	N	42	31	13	9	7	47	2	56	43	133	41	35
Fvb4:24157206-24157563	User_locus_5103	N	6	4	2	0	1	10	0	11	7	16	14	7
Fvb4:24185255-24185643	User_locus_5104	N	51	34	39	29	10	26	1	93	113	200	159	55
Fvb4:24192029-24192434	User_locus_5105	N	77	43	12	13	22	18	1	41	23	90	30	13
Fvb4:24232097-24232547	User_locus_5106	N	58	29	26	13	16	81	20	123	160	142	69	33
Fvb4:24275242-24275553	User_locus_5107	N	24	15	6	11	13	40	7	69	36	60	38	17
Fvb4:24275605-24275993	User_locus_5108	N	20	3	4	2	5	8	0	38	27	36	38	42
Fvb4:24328796-24329107	User_locus_5109	N	6	1	6	3	1	1	1	4	8	4	17	4
Fvb4:24343799-24344187	User_locus_5110	N	0	11	10	2	1	27	1	28	28	28	38	2
Fvb4:24351428-24351786	User_locus_5111	N	29	8	25	12	7	7	25	77	70	109	63	27
Fvb4:24351787-24352186	User_locus_5112	N	23	9	7	4	10	19	9	56	66	80	46	19
Fvb4:24354704-24355144	User_locus_5113	N	0	0	0	0	2	23	0	0	0	0	0	0
Fvb4:24361849-24362164	User_locus_5114	N	20	0	21	0	11	120	30	174	45	217	128	27
Fvb4:24361986-24362443	User_locus_5115	N	16	0	19	4	11	119	26	174	52	219	129	33
Fvb4:24409516-24409914	User_locus_5116	N	49	34	28	23	16	31	26	117	112	275	169	81
Fvb4:24414652-24415146	User_locus_5117	N	1	0	0	1	0	0	0	0	0	0	0	0
Fvb4:24444612-24445002	User_locus_5118	N	0	0	17	0	0	3	8	39	19	35	63	65
Fvb4:24465768-24466057	User_locus_5119	N	0	0	0	0	5	0	2	11	0	8	3	0
Fvb4:24466065-24466766	User_locus_5120	N	12	8	0	8	0	36	47	74	63	9	30	32
Fvb4:24521619-24522316	User_locus_5121	N	0	0	0	0	0	0	0	1	0	0	0	0
Fvb4:24538477-24538811	User_locus_5122	N	6	15	29	8	4	8	11	94	22	65	48	35
Fvb4:24538841-24539281	User_locus_5123	N	102	44	61	48	26	152	18	142	77	255	244	73
Fvb4:24544843-24545269	User_locus_5124	N	0	5	35	12	0	0	0	5	1	2	0	0
Fvb4:24545099-24545417	User_locus_5125	N	0	4	0	0	1	1	1	0	1	2	0	0
Fvb4:24583315-24583638	User_locus_5126	N	59	35	42	29	7	117	7	87	53	160	101	24
Fvb4:24585960-24586352	User_locus_5127	N	36	19	5	4	0	125	36	48	71	113	61	12
Fvb4:24599241-24599589	User_locus_5128	N	0	0	0	1	0	0	1	3	0	0	0	1
Fvb4:24658439-24658685	User_locus_5129	N	0	0	0	0	0	0	0	2	0	24	19	8
Fvb4:24660764-24661149	User_locus_5130	N	0	1	0	0	0	1	0	1	0	0	0	0
Fvb4:24717381-24717799	User_locus_5131	N	33	25	18	4	11	5	1	16	0	35	13	4
Fvb4:24728074-24728771	User_locus_5132	N	3	3	4	2	0	3	2	12	8	10	6	4
Fvb4:24738121-24738668	User_locus_5133	N	11	14	12	4	4	21	2	12	14	38	25	12
Fvb4:24743155-24743466	User_locus_5134	N	1	6	5	0	35	15	1	11	0	31	48	18
Fvb4:24750948-24751370	User_locus_5135	N	1	72	31	1	2	1	0	26	9	247	96	33
Fvb4:24755768-24755968	User_locus_5136	N	0	0	0	0	0	0	0	0	1	0	0	0
Fvb4:24765452-24765877	User_locus_5137	N	53	45	29	20	9	38	8	100	36	70	66	22
Fvb4:24876263-24876707	User_locus_5138	N	11	0	1	0	0	7	0	15	0	10	0	0
Fvb4:24878139-24878559	User_locus_5139	N	0	4	0	0	2	13	3	18	10	38	43	17
Fvb4:24902471-24902949	User_locus_5140	N	14	6	5	10	18	22	7	61	38	53	58	8
Fvb4:24975008-24975706	User_locus_5141	N	0	1	0	1	1	1	0	3	3	8	2	2
Fvb4:24977391-24977883	User_locus_5142	N	32	12	10	8	0	0	2	40	0	15	0	0
Fvb4:25115481-25115660	User_locus_5143	N	63	20	23	14	16	74	18	36	68	68	66	14
Fvb4:25197958-25198538	User_locus_5144	N	2	0	0	0	1	0	6	13	3	27	6	6
Fvb4:25217531-25217687	User_locus_5145	N	0	0	0	0	0	0	0	0	0	0	1	0
Fvb4:25221971-25222451	User_locus_5146	N	41	12	7	6	4	0	6	32	9	48	12	5
Fvb4:25290485-25290963	User_locus_5147	N	5	0	5	2	0	21	0	29	16	37	23	9
Fvb4:25314269-25314719	User_locus_5148	N	7	1	0	0	1	0	6	24	27	41	64	47
Fvb4:25314724-25315425	User_locus_5149	N	62	34	32	25	33	46	37	151	97	171	57	34
Fvb4:25401570-25402268	User_locus_5150	N	1	0	1	0	0	0	0	1	0	2	0	0
Fvb4:25403912-25404340	User_locus_5151	N	15	5	13	5	0	7	3	15	13	17	24	4
Fvb4:25404774-25405183	User_locus_5152	N	8	18	18	1	0	6	0	23	10	14	19	16
Fvb4:25441824-25442112	User_locus_5153	N	84	54	62	43	10	76	5	67	46	119	97	12
Fvb4:25456046-25456547	User_locus_5154	N	52	32	17	12	9	42	39	132	90	96	40	26
Fvb4:25456674-25457117	User_locus_5155	N	26	7	16	4	3	18	0	40	27	56	16	21
Fvb4:25543347-25543752	User_locus_5156	N	20	21	5	1	15	13	0	13	0	21	43	12
Fvb4:25553443-25553808	User_locus_5157	N	2	0	36	0	0	0	23	67	14	40	22	9
Fvb4:25559120-25559529	User_locus_5158	N	62	86	88	47	2	24	0	50	45	305	188	65
Fvb4:25566088-25566422	User_locus_5159	N	39	35	62	12	23	53	17	41	53	150	83	35
Fvb4:25566458-25566850	User_locus_5160	N	23	29	26	24	0	10	0	15	36	203	54	35
Fvb4:25618867-25619330	User_locus_5161	N	48	22	37	22	0	40	9	121	72	172	70	17
Fvb4:25632353-25632496	User_locus_5162	N	11	1	0	3	0	19	3	9	11	10	36	5
Fvb4:25632851-25633138	User_locus_5163	N	10	7	2	3	0	3	1	19	8	49	22	6
Fvb4:25647159-25647562	User_locus_5164	N	45	56	19	19	29	120	1	57	86	167	61	34
Fvb4:25676031-25676450	User_locus_5165	N	92	58	38	9	3	23	28	80	58	217	108	39
Fvb4:25709915-25710357	User_locus_5166	N	1	1	4	1	0	1	1	4	6	14	5	3
Fvb4:25743411-25743714	User_locus_5167	N	180	114	96	64	30	208	6	211	73	334	282	86
Fvb4:25781428-25781817	User_locus_5168	N	0	1	5	0	8	0	0	16	12	10	8	0
Fvb4:25787622-25788070	User_locus_5169	N	15	18	4	6	1	2	0	15	1	56	31	0
Fvb4:25875567-25876045	User_locus_5170	N	30	21	20	10	24	106	12	215	234	167	86	55
Fvb4:25897072-25897434	User_locus_5171	N	21	11	14	9	5	13	0	16	7	30	20	4
Fvb4:25936492-25936698	User_locus_5172	N	22	14	6	17	2	5	7	17	36	38	15	21
Fvb4:25936735-25937137	User_locus_5173	N	18	41	3	9	46	23	23	68	28	66	39	17
Fvb4:25946483-25946845	User_locus_5174	N	150	128	255	117	67	556	165	608	611	867	597	198
Fvb4:25962773-25963233	User_locus_5175	N	0	0	0	0	0	0	0	9	0	0	0	0
Fvb4:25963279-25963977	User_locus_5176	N	14	10	48	12	7	12	2	86	14	13	13	17
Fvb4:25964517-25964978	User_locus_5177	N	4	0	3	0	4	7	0	1	1	2	2	0
Fvb4:25968570-25969043	User_locus_5178	N	24	19	17	9	5	159	6	53	37	109	117	29
Fvb4:26032508-26032892	User_locus_5179	N	19	41	24	25	10	61	3	210	13	172	108	5
Fvb4:26034383-26035075	User_locus_5180	N	9	12	19	7	6	10	6	61	22	43	52	16
Fvb4:26054010-26054366	User_locus_5181	N	29	16	52	14	1	0	26	86	22	55	46	14
Fvb4:26054480-26054847	User_locus_5182	N	0	0	0	0	0	0	0	2	0	0	4	0
Fvb4:26114605-26114809	User_locus_5183	N	2	1	1	0	0	1	0	7	1	2	8	2
Fvb4:26190180-26190579	User_locus_5184	N	92	104	25	27	12	55	15	112	106	634	390	40
Fvb4:26209453-26209844	User_locus_5185	N	4	10	5	11	36	110	30	198	56	356	210	22
Fvb4:26231590-26231890	User_locus_5186	N	26	27	37	22	3	71	10	76	11	103	89	24
Fvb4:26374489-26374914	User_locus_5187	N	19	20	12	8	1	0	271	347	138	133	16	10
Fvb4:26377465-26377875	User_locus_5188	N	20	19	16	5	2	0	1	9	18	51	33	8
Fvb4:26406885-26407127	User_locus_5189	N	17	9	14	3	2	5	5	14	8	20	21	2
Fvb4:26421051-26421413	User_locus_5190	N	3	3	4	1	0	0	1	0	5	21	2	1
Fvb4:26460894-26461301	User_locus_5191	N	54	88	31	27	15	72	55	255	254	313	136	45
Fvb4:26486631-26487051	User_locus_5192	N	4	0	2	0	0	0	0	0	1	2	1	0
Fvb4:26513433-26513856	User_locus_5193	N	0	0	0	0	0	0	0	1	0	0	0	0
Fvb4:26514221-26514647	User_locus_5194	N	0	0	0	0	0	3	0	13	41	14	33	4
Fvb4:26514654-26515037	User_locus_5195	N	26	11	52	26	1	6	1	4	20	20	25	4
Fvb4:26514718-26515347	User_locus_5196	N	26	11	52	26	1	5	1	1	14	12	5	2
Fvb4:26527363-26527785	User_locus_5197	N	10	0	0	0	3	21	1	0	8	19	17	35
Fvb4:26527792-26528151	User_locus_5198	N	50	1	29	0	0	48	1	0	33	38	9	12
Fvb4:26528158-26528655	User_locus_5199	N	1	0	1	0	0	0	0	0	4	4	0	0
Fvb4:26567366-26568061	User_locus_5200	N	13	10	9	2	4	7	3	23	33	89	32	9
Fvb4:26719382-26720077	User_locus_5201	N	12	16	27	17	7	15	4	72	45	93	81	30
Fvb4:26722664-26723141	User_locus_5202	N	9	6	2	11	1	7	1	44	5	7	28	1
Fvb4:26723154-26723855	User_locus_5203	N	3	2	15	1	0	12	0	6	3	28	3	9
Fvb4:26723871-26724333	User_locus_5204	N	62	56	48	41	29	50	42	57	165	205	135	19
Fvb4:26724670-26725113	User_locus_5205	N	64	54	43	45	45	84	12	163	56	245	154	79
Fvb4:26760198-26760528	User_locus_5206	N	1	0	0	7	0	3	0	0	1	7	0	7
Fvb4:26760564-26761015	User_locus_5207	N	1	0	9	1	0	0	0	0	3	1	0	1
Fvb4:26768767-26769078	User_locus_5208	N	2	1	0	0	0	0	0	0	6	0	0	0
Fvb4:26781695-26782042	User_locus_5209	N	8	0	1	0	1	0	1	9	0	14	0	0
Fvb4:26788063-26788427	User_locus_5210	N	0	0	1	0	1	34	7	16	9	10	2	3
Fvb4:26802367-26802797	User_locus_5211	N	10	0	0	0	0	1	0	3	15	0	0	16
Fvb4:26802798-26803154	User_locus_5212	N	5	0	2	1	0	3	2	0	1	1	0	1
Fvb4:26804753-26805153	User_locus_5213	N	0	1	1	0	0	0	0	3	0	3	3	0
Fvb4:26816820-26817272	User_locus_5214	N	0	12	23	17	12	0	7	1	0	0	0	9
Fvb4:26817274-26817667	User_locus_5215	N	0	0	10	0	2	2	0	4	5	20	27	0
Fvb4:26817674-26818085	User_locus_5216	N	0	0	2	2	1	2	1	6	7	5	14	2
Fvb4:26862982-26863305	User_locus_5217	N	22	16	19	8	7	28	44	99	92	126	68	21
Fvb4:26863346-26863763	User_locus_5218	N	12	8	0	4	6	18	2	17	10	36	11	14
Fvb4:26904415-26904822	User_locus_5219	N	20	1	1	0	9	0	0	13	1	11	5	0
Fvb4:26954418-26954975	User_locus_5220	N	8	28	22	13	1	1	0	40	9	62	42	36
Fvb4:26971954-26972652	User_locus_5221	N	7	0	2	0	2	3	0	27	9	21	26	1
Fvb4:26982479-26982906	User_locus_5222	N	25	12	11	0	2	34	5	69	13	68	22	2
Fvb4:26993188-26993661	User_locus_5223	N	40	15	0	4	2	0	5	18	27	54	41	8
Fvb4:27015614-27016084	User_locus_5224	N	19	19	10	2	1	23	0	31	11	41	36	13
Fvb4:27094279-27094533	User_locus_5225	N	4	4	5	3	2	7	6	12	7	17	11	0
Fvb4:27102387-27102787	User_locus_5226	N	0	15	2	1	5	0	18	11	8	3	20	3
Fvb4:27103368-27103760	User_locus_5227	N	20	8	13	8	2	11	6	9	17	22	14	5
Fvb4:27103761-27104225	User_locus_5228	N	10	4	1	5	0	11	0	11	4	29	23	11
Fvb4:27104226-27104666	User_locus_5229	N	3	1	1	15	13	10	2	0	0	0	0	6
Fvb4:27149778-27150208	User_locus_5230	N	14	11	6	6	0	56	10	39	20	59	28	5
Fvb4:27242346-27242749	User_locus_5231	N	73	64	76	64	24	196	39	357	322	539	478	153
Fvb4:27310950-27311108	User_locus_5232	N	26	15	12	10	22	62	31	110	82	65	16	9
Fvb4:27313083-27313574	User_locus_5233	N	19	11	5	7	4	11	7	12	10	25	15	0
Fvb4:27322783-27323286	User_locus_5234	N	1	5	1	1	1	2	4	13	5	26	6	3
Fvb4:27338535-27338761	User_locus_5235	N	2	0	0	2	0	0	0	2	0	24	26	1
Fvb4:27339814-27340141	User_locus_5236	N	6	12	4	6	0	38	0	10	0	51	36	1
Fvb4:27341076-27341460	User_locus_5237	N	75	65	6	13	0	32	0	33	45	146	30	0
Fvb4:27365896-27366578	User_locus_5238	N	4	3	1	7	0	6	8	15	31	15	11	0
Fvb4:27387945-27388530	User_locus_5239	N	15	0	7	6	2	8	2	30	32	41	13	3
Fvb4:27422824-27423061	User_locus_5240	N	38	21	30	18	10	50	3	76	112	130	123	31
Fvb4:27435481-27435885	User_locus_5241	N	26	28	52	27	0	3	58	154	39	75	6	23
Fvb4:27479001-27479443	User_locus_5242	N	209	159	231	188	101	336	72	385	388	750	409	213
Fvb4:27516273-27516460	User_locus_5243	N	0	1	0	1	2	0	0	0	0	2	0	0
Fvb4:27527066-27527446	User_locus_5244	N	49	7	16	8	1	26	0	68	17	53	48	0
Fvb4:27577999-27578423	User_locus_5245	N	0	1	0	0	0	4	0	13	0	2	0	1
Fvb4:27617451-27617894	User_locus_5246	N	213	143	200	83	71	135	73	361	139	425	281	117
Fvb4:27714636-27715114	User_locus_5247	N	1	3	17	0	1	11	0	1	8	14	0	0
Fvb4:27732217-27732570	User_locus_5248	N	34	10	27	22	10	11	21	55	30	79	61	18
Fvb4:27741333-27741501	User_locus_5249	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb4:27752136-27752538	User_locus_5250	N	3	1	3	1	1	5	0	9	1	16	1	0
Fvb4:27846304-27846764	User_locus_5251	N	15	0	0	0	0	1	0	10	0	20	7	0
Fvb4:27945438-27945899	User_locus_5252	N	13	4	5	1	0	5	0	27	26	17	18	0
Fvb4:27996179-27996466	User_locus_5253	N	16	13	53	28	3	19	7	23	20	92	13	2
Fvb4:28022568-28023174	User_locus_5254	N	36	21	44	21	0	18	7	39	41	65	41	25
Fvb4:28074241-28074717	User_locus_5255	N	186	133	145	90	34	101	21	210	220	598	557	76
Fvb4:28165238-28165447	User_locus_5256	N	52	30	33	11	2	33	0	18	11	22	25	7
Fvb4:28254877-28255560	User_locus_5257	N	14	36	38	19	10	18	0	26	35	54	54	1
Fvb4:28266663-28267356	User_locus_5258	N	9	3	9	6	5	8	3	36	13	44	42	7
Fvb4:28277762-28278459	User_locus_5259	N	7	10	11	1	1	1	0	16	4	11	14	5
Fvb4:28278796-28279014	User_locus_5260	N	58	35	53	15	16	14	5	62	40	39	31	12
Fvb4:28293136-28293834	User_locus_5261	N	16	13	14	9	0	13	1	18	13	59	54	31
Fvb4:28299842-28300137	User_locus_5262	N	115	94	79	55	40	149	19	150	105	148	78	23
Fvb4:28306993-28307441	User_locus_5263	N	273	216	189	114	46	230	80	531	381	893	730	101
Fvb4:28346763-28346924	User_locus_5264	N	0	0	1	0	0	0	0	0	0	0	1	0
Fvb4:28346946-28347333	User_locus_5265	N	52	52	36	18	13	47	3	73	25	159	140	24
Fvb4:28348514-28348901	User_locus_5266	N	2	17	0	0	0	0	0	14	4	38	5	2
Fvb4:28422033-28422476	User_locus_5267	N	1	1	0	2	0	10	1	8	1	34	23	2
Fvb4:28436067-28436551	User_locus_5268	N	1	1	1	0	0	3	0	0	0	1	0	1
Fvb4:28588885-28589278	User_locus_5269	N	5	35	15	36	25	52	29	119	207	210	314	54
Fvb4:28623301-28623632	User_locus_5270	N	5	1	5	5	0	17	0	9	5	13	23	0
Fvb4:28703561-28703946	User_locus_5271	N	3	1	3	0	2	8	2	7	14	6	2	5
Fvb4:28704193-28704347	User_locus_5272	N	0	0	0	0	0	1	3	0	0	0	0	0
Fvb4:28709618-28710169	User_locus_5273	N	1	1	0	2	0	3	0	0	0	0	0	4
Fvb4:28714487-28714690	User_locus_5274	N	0	0	0	0	0	0	0	1	0	0	0	1
Fvb4:28714790-28714972	User_locus_5275	N	0	0	1	0	0	0	0	6	6	0	1	0
Fvb4:28715082-28715594	User_locus_5276	N	1	5	17	15	0	0	1	1	2	0	17	1
Fvb4:28727942-28728636	User_locus_5277	N	10	4	19	10	3	17	3	19	15	40	25	12
Fvb4:28729980-28730460	User_locus_5278	N	1	2	0	0	2	20	5	13	0	0	0	0
Fvb4:28755298-28755729	User_locus_5279	N	7	7	1	1	3	2	0	5	4	17	7	2
Fvb4:28755740-28756157	User_locus_5280	N	36	40	61	62	20	31	36	107	43	79	39	18
Fvb4:28778651-28779091	User_locus_5281	N	22	43	38	36	25	5	4	40	35	102	60	39
Fvb4:28779098-28779491	User_locus_5282	N	0	8	1	7	0	0	0	22	18	14	0	0
Fvb4:28779920-28780349	User_locus_5283	N	16	4	17	4	0	64	24	33	18	140	103	7
Fvb4:28787817-28788174	User_locus_5284	N	15	14	9	4	14	43	32	133	70	84	48	59
Fvb4:28807973-28808654	User_locus_5285	N	17	6	15	8	0	21	4	35	15	34	58	14
Fvb4:28854774-28855471	User_locus_5286	N	12	7	4	2	1	7	1	10	19	40	45	6
Fvb4:28859229-28859585	User_locus_5287	N	13	1	0	0	2	0	0	0	0	0	7	3
Fvb4:28873790-28874245	User_locus_5288	N	2	0	1	3	0	6	1	8	3	12	7	0
Fvb4:28874246-28874721	User_locus_5289	N	2	0	0	5	0	7	0	0	1	6	11	1
Fvb4:28887901-28888489	User_locus_5290	N	19	13	13	6	10	26	0	31	16	47	40	15
Fvb4:28990822-28991519	User_locus_5291	N	19	20	11	13	8	6	5	32	67	110	42	12
Fvb4:29015687-29015975	User_locus_5292	N	12	6	1	10	0	9	1	8	6	7	12	3
Fvb4:29024244-29024942	User_locus_5293	N	6	0	1	1	1	1	2	50	0	76	20	0
Fvb4:29025992-29026419	User_locus_5294	N	37	24	31	21	1	7	18	112	22	94	39	1
Fvb4:29100916-29101179	User_locus_5295	N	0	1	0	0	0	7	1	2	4	3	0	0
Fvb4:29102699-29103229	User_locus_5296	N	0	0	2	3	0	0	0	10	11	45	34	4
Fvb4:29103231-29103576	User_locus_5297	N	10	0	10	0	8	0	0	16	2	30	3	38
Fvb4:29129796-29130468	User_locus_5298	N	4	3	0	1	0	8	2	23	6	10	14	8
Fvb4:29140488-29140852	User_locus_5299	N	13	2	0	22	0	8	16	67	19	55	28	12
Fvb4:29140853-29141284	User_locus_5300	N	21	8	0	9	0	3	7	49	14	51	29	7
Fvb4:29145028-29145726	User_locus_5301	N	1	0	0	0	0	0	1	2	0	1	0	2
Fvb4:29169909-29170348	User_locus_5302	N	0	1	1	0	2	0	0	7	0	7	9	3
Fvb4:29208444-29209123	User_locus_5303	N	6	0	0	0	0	4	1	11	0	7	18	0
Fvb4:29262455-29262897	User_locus_5304	N	1	1	5	1	0	2	2	12	11	11	3	3
Fvb4:29306998-29307695	User_locus_5305	N	7	4	6	1	1	13	5	201	10	55	10	7
Fvb4:29308600-29309298	User_locus_5306	N	3	0	1	3	2	18	1	103	4	18	2	2
Fvb4:29346411-29346815	User_locus_5307	N	89	73	65	41	13	97	8	98	26	91	78	22
Fvb4:29347802-29348499	User_locus_5308	N	0	0	0	0	0	0	0	2	0	1	0	0
Fvb4:29362613-29363016	User_locus_5309	N	76	120	53	52	60	284	32	225	238	305	167	45
Fvb4:29363017-29363417	User_locus_5310	N	21	21	8	4	3	39	7	52	67	83	85	37
Fvb4:29363449-29363734	User_locus_5311	N	12	3	9	2	0	10	7	33	40	53	43	9
Fvb4:29363814-29364324	User_locus_5312	N	13	20	9	13	24	54	8	71	67	161	122	28
Fvb4:29364358-29364738	User_locus_5313	N	26	35	19	12	17	45	24	129	83	180	123	40
Fvb4:29439160-29439592	User_locus_5314	N	9	7	3	1	0	3	18	29	35	36	37	6
Fvb4:29439599-29439930	User_locus_5315	N	14	23	24	2	5	13	10	26	42	26	0	16
Fvb4:29439941-29440394	User_locus_5316	N	10	4	3	1	1	11	3	11	16	19	0	8
Fvb4:29491122-29491425	User_locus_5317	N	18	33	23	3	6	71	5	83	41	131	63	22
Fvb4:29519789-29520358	User_locus_5318	N	21	21	21	0	8	12	0	45	21	69	18	5
Fvb4:29547509-29547887	User_locus_5319	N	87	47	62	54	55	220	1	227	108	206	152	38
Fvb4:29547922-29548623	User_locus_5320	N	173	155	75	57	60	370	20	260	203	636	628	116
Fvb4:29638055-29638438	User_locus_5321	N	159	169	91	85	18	157	38	255	424	335	227	100
Fvb4:29644079-29644578	User_locus_5322	N	60	26	34	10	10	79	39	134	76	202	123	17
Fvb4:29712445-29712838	User_locus_5323	N	58	40	16	21	19	86	27	136	88	169	102	43
Fvb4:29720857-29721258	User_locus_5324	N	5	7	20	18	0	13	11	26	17	47	4	20
Fvb4:29721265-29721658	User_locus_5325	N	1	1	0	6	3	2	12	14	10	11	7	11
Fvb4:29721373-29721958	User_locus_5326	N	0	9	20	1	3	3	1	0	18	4	10	0
Fvb4:29722378-29722761	User_locus_5327	N	22	15	7	28	4	19	14	44	104	131	89	16
